status,possession,name,price_per_sqft,unit_type,about_project,Project_specifications,link,pro_detail,about_builder,project_price,proj_plan,price_range,data,project_overview
Ready To Move,,Gravity Palatine Hills,,,"
                    Gravity Palatine Hills is one of the popular residential projects that is located in Doddaballapur, Bangalore. Developed by Gravity Homes, this project offers plots that are required for a comfortable stay of residents. Adding to this, it is situated close to the market, hospital and many educational institutions.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/gravity-palatine-hills-doddaballapur-bangalore-north-npxid-r252495?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Sunena Srinivas,,,"
                    Sunena Srinivas is one of the popular residential projects in Udaya Layout, Bangalore. This project offers thoughtfully constructed 2BHK apartments with basic amenities for the comfort of residents. It is close to market, hospital and many educational institutions.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/sunena-srinivas-udaya-layout-bangalore-north-npxid-r153663?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Under Construction,Possession : May 2018,TDI Apple Heights,,,"
                    TDI Apple Heights, is one of the residential developments located in Bangalore. It offers spacious 3 BHK residential apartments. The project is well equipped with all the amenities to facilitate the needs of the residents.,
 ,
PROJECT DETAILS,
Number of Tower: 1,
Number of Floors: Stilt + 5,  ,
,
     
                ,
            ,Project Details:,
            ,1 Towers 5 Floors,
        ,  
                ,
            ,Configurations:,
            ,Apartment | 3 BHK            ,
        ,
            ,
, ,
     
                ","
                    ,
                    FLOORING,
Ceramic    
                    ,
                ",https://www.99acres.com/tdi-apple-heights-yelahanka-bangalore-north-npxid-r253329?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ","{u'No. of Towers:': u'1 Towers', u'No. of Floors:': u'5 Floors'}"
Ready To Move,,Greenleaf Grande,,,"
                    Greenleaf Grande, located in Bangalore, is one residential developments of Greenleaf Projects. It offers spacious 4 BHK apartments. The project is well equipped with all the amenities to facilitate the needs of the residents.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/greenleaf-grande-judicial-layout-bangalore-north-npxid-r259701?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Greenleaf Ignis,,,"
                    Greenleaf Ignis, located in Bangalore, is one of the residential developments of Greenleaf Projects. The project is well equipped with all the amenities to facilitate the needs of the residents.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/greenleaf-ignis-judicial-layout-bangalore-north-npxid-r259705?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Under Construction,Possession : Dec 2019,Greenleaf Royale,,,"
                    Greenleaf Royale, located in Bangalore, is one of the residential developments of Greenleaf Projects. It offers 2 BHK apartments. The project is well equipped with all the amenities to facilitate the needs of the residents.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/greenleaf-royale-judicial-layout-bangalore-north-npxid-r259687?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Siva Sai Meadows,,,"
                    Siva Sai Meadows, located in Bangalore, is one of the residential developments. It offers 2 BHK and 3 BHK apartments. The project is well equipped with all the amenities to facilitate the needs of the residents.,  ,
,
     
                    ,
            ,Configurations:,
            ,Apartment | 1 BHK            ,
        ,
            ,
, ,
     
                ",,https://www.99acres.com/siva-sai-meadows-yelahanka-bangalore-north-npxid-r260788?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Banashankari Aurum,,Residential  Land,"
                    Banashankari Aurum is one of the popular residential projects that is located in Yelahanka, Bangalore. Developed by MS Kavin and Kraler Mercantile Corporation, this project offers plots with modern amenities for the comfort of residents. It is close to many educational institutions and hospitals.,  ,
,
     
                    ,
            ,Configurations:,
            ,Land            ,
        ,
            ,
, ,
     
                ",,https://www.99acres.com/banashankari-aurum-yelahanka-bangalore-north-npxid-r124045?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Under Construction,Possession : Sep 2018,K Jayaraj Anagha N R Water Front,,4 BHK Independent House/Villa,"
                    K Jayaraj Anagha N R Water Front is one of the popular residential projects that is located in Yelahanka, Bangalore. Developed by K Jayaraj Group, this project offers thoughtfully constructed 4BHK villas with modern amenities for the comfort of residents. Adding to this, it is situated close to the market, hospital and many educational institutions.,
,
Project Details,
Number of Floors: G+1,
Number of Units: 40,
,
Features,
Security,
Indoor Games,
Basket Ball Court ,
Reception,
Bussiness Centre, Fax, Internet, Xerox,
Pool Changing Room,
Sona and Jacuzzi,
Snooker,
Table Tennis,
Carrom,  ,
,
     
                ,
            ,Project Details:,
            ,40 Units 2 Floors,
        ,  
                ,
            ,Configurations:,
            ,Villa | 4 BHK            ,
        ,
            ,
, ,
     
                ","
                    ,
                    PLASTERING,
All internal walls are smoothly plastered with cement mortar,
All external wall plastered with sponge finish,
,
FLOORING,
Ground floor living and dining, bedrooms, staircase: Marble flooring,
Kitchen and balconies: Antiskid ceramic tiles,
First floor master bedroom and two bedrooms: Laminated wooden flooring,
,
KITCHEN,
Polished black granite platform with stainless steel sink ceramic tile dado up to 2' 0"" height above the platform,
Provision for aqua guard and geyser,
Provision for washing machine in utility,
,
TOILET,
Ceramic tiles for flooring and dado up to 7' 0"" height,
Hindware make WC and wash basin,
Jaguar or equivalent shower basin mixer fitting for all toilets,
Provision for geyser and exhaust fan,
Master Bath: Counter top wash basin with marble counter other bathroom pedestal type wash basin,
Wall hung WC to all bathrooms    
                    ,
                ",https://www.99acres.com/k-jayaraj-anagha-n-r-water-front-yelahanka-bangalore-north-npxid-r123621?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ","{u'No. of Units:': u'40 Units', u'No. of Floors:': u'2 Floors'}"
Ready To Move,,PRR Gateway,,Residential  Land,"
                    PRR Gateway is a popular residential projects that is located in Yelahanka, Bangalore. This project offers plots with basic amenities for the comfort of residents. It is close to many educational institutions and hospitals.,  ,
,
     
                    ,
            ,Configurations:,
            ,Land            ,
        ,
            ,
, ,
     
                ",,https://www.99acres.com/prr-gateway-yelahanka-bangalore-north-npxid-r143739?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Sobha Ultima,,,"
                    It is equipped with all modern day amenities. It is equipped with round the clock security.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/sobha-ultima-yelahanka-bangalore-north-npxid-r37194?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,"Founded in 1995, Sobha Ltd formerly Sobha Developers Ltd has quickly climbed the charts of success to become a Rs. 26 billion enterprise and one of the largest real estate players in the country. It is one of the few multinational real estate companies operating in the country, having business operations in Oman with a strong footprint in Dubai.  ,
,
Headquartered in Bengaluru, Sobha is a publicly listed company. Since inception, Sobha has completed 111 real estate projects and 278 contractual projects covering about 81.64 million,Founded in 1995, Sobha Ltd formerly Sobha Developers Ltd has quickly climbed the charts of success to become a Rs. 26 billion enterprise and one of the largest real estate players in the country. It is one of the few multinational real estate companies operating in the country, having business operations in Oman with a strong footprint in Dubai.  ,
,
Headquartered in Bengaluru, Sobha is a publicly listed company. Since inception, Sobha has completed 111 real estate projects and 278 contractual projects covering about 81.64 million square feet of area. The company also holds the distinction of being the country's only backward integrated real estate developer. Backward integration has been one of the unique competitive strengths of Sobha, giving it a definite edge over the competitors. Sobha's unflinching commitment to quality and customer satisfaction has been rewarded time and again by various institutions of repute. The unwavering loyalty and faith from buyers and investors speaks volumes about the Company's passion for perfection, thus validating it as a preferred reality brand in India.",{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Sri Manjunatha Kings Park,,3 BHK Independent House/Villa,"
                    Sri Manjunatha Kings Park, located in Kottayam, is one of the residential developments of Sri Manjunatha Developments. It offers spacious 3 BHK villas. The project is well equipped with all the amenities to facilitate the needs of the residents. ,
,
Project Details,
Number of Floors: G+1,
Number of Units: 106,
,
Proximities,
> Near Kongadiyappa College,
> Just 1km from Taluk Office and BSNL Office Of Doddaballapur,
> Opposite Bharath Petroleum Bunk,
> Just 100mtrs from Sapthagiri and Meganjali Kalyana Mantap,
> Just 2kms from Doddaballapur Railway Station,  ,
,
     
                ,
            ,Project Details:,
            ,106 Units 2 Floors,
        ,  
                ,
            ,Configurations:,
            ,Villa | 3 BHK            ,
        ,
            ,
, ,
     
                ",,https://www.99acres.com/sri-manjunatha-kings-park-doddaballapur-bangalore-north-npxid-r154389?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ","{u'No. of Units:': u'106 Units', u'No. of Floors:': u'2 Floors'}"
