Project_name,project_by,location,Super Built Area,Price Range,Price Per Sq Ft,Description,Project Status,possession_date,Bedrooms,units,towers,unit_price,rera_no,lat_lng
"
Sumadhura Silver Ripples
",Sumadhura Infracon Private Limited,"
in Whitefield
, Bangalore

 
","2105
sqft","₹
1.13 Cr","₹
5,399 per
sqft","
Description:


This Apartment is on floor 1 of total 14 and is built up in 2150 Sq-ft. Wooden, Granite and Ceramic Tiles is used on floors. It is a well-designed spacious Apartment situated in Sumadhura Silver Ripples, Whitefield. Each  



",Ready To Move,"
Possession in 2020
","
4 BHK
Apartment

",474 Units ,9 Towers ,"(3 BHK Flat->1805 sqft), (3 BHK Flat->1900 sqft), (4 BHK Flat->2105 sqft), (4 BHK Flat->2150 sqft) ",,"lat=12.993047,longt=77.80596"
"
Assetz Marq
",Assetz Property Group,"
in Whitefield
, Bangalore

 
","1496
sqft","₹
77.0 Lac","₹
5,147 per
sqft","
Description:


Assetz Marq This project is located at White Field Nearby Prominent Landmarks Near to Sai Baba Ashrama Extent of Land Area 28 Acres Development Type Residential G+8,12,13 floors  



",Ongoing,"
Possession in 2020
","
3 BHK
Apartment

",469 Units ,4 Towers ,"(2 BHK Flat->1277 sqft), (3 BHK Flat->1496 sqft) ",,"lat=12.993047,longt=77.80596"
"
Maruti Homes
",Samhita Builders Private Limited,"
in Marathahalli
, Bangalore

 
","1245
sqft","₹
56.0 Lac","₹
4,498 per
sqft","
Description:


This Unit is on level 1 of total 3 and has a covered area of 1245 Sq-ft. Each tower has 1 lifts for convienence. Offering 2 bedroom and 2 well maintained bathrooms, the Unit is Unfurnished. Around 56 Lac is what the price  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",68 Units ,1 Towers ,"(1 BHK Flat->770 sqft), (2 BHK Flat->1105 sqft), (2 BHK Flat->1120 sqft), (2 BHK Flat->1155 sqft), (2 BHK Flat->1170 sqft), (2 BHK Flat->1215 sqft), (2 BHK Flat->1240 sqft), (2 BHK Flat->1245 sqft), (3 BHK Flat->1540 sqft), (3 BHK Flat->1630 sqft) ",,"lat=12.95788,longt=77.704865"
"
Sumadhura LNR Lake Breeze
",Sumadhura Infracon Private Limited,"
in Whitefield
, Bangalore

 
","1560
sqft","₹
90.5 Lac","₹
5799 per
sqft","
Description:


Sumadhura Lake Breeze from the renowned Sumadhura Group is a collection of lavishly and thoughtfully-designed residences. It is one of the Ready to move projects of the group. The project is very well-connected to Old  



",Ready To Move,"
Possession in 2020
","
3 BHK
Apartment

",192 Units ,3 Towers ,"(2 BHK Flat->1260 sqft), (2 BHK Flat->1270 sqft), (2 BHK Flat->1290 sqft), (2 BHK Flat->1350 sqft), (2 BHK Flat->1370 sqft), (2 BHK Flat->1380 sqft), (2 BHK Flat->1395 sqft), (2 BHK Flat->1470 sqft), (3 BHK Flat->1560 sqft), (3 BHK Flat->1660 sqft), (3 BHK Flat->1910 sqft), (4 BHK Flat->2035 sqft), (4 BHK Flat->2045 sqft) ",,"lat=12.993047,longt=77.80596"
"
Sowparnika Sanvi Phase 2
",Sowparnika Properties Pvt Ltd,"
in Whitefield
, Bangalore

 
","1191
sqft","₹
47.6 Lac","₹
3,999 per
sqft","
Description:


A perfect combination of peaceful living with some of the most modern facilities. Sanvi Phase II homes offers a breathtaking lifestyle to all its residents. Create your own evergreen memorable moments at Sanvi Phase II  



",Ongoing,"
Possession in 2020
","
2 BHK
Apartment

",220 Units ,4 Towers ,"(2 BHK Flat->1160 sqft), (2 BHK Flat->1191 sqft), (2 BHK Flat->1226 sqft), (2 BHK Flat->1256 sqft), (3 BHK Flat->1362 sqft), (3 BHK Flat->1461 sqft), (3 BHK Flat->1472 sqft), (3 BHK Flat->1485 sqft), (3 BHK Flat->1571 sqft) ",,"lat=12.993047,longt=77.80596"
"
DSR Lotus Towers
",DSR Infrastructure Private Limited,"
in Whitefield
, Bangalore

 
","1452
sqft","₹
82.0 Lac","₹
5,647 per
sqft","
Description:


The Unit is on 2 level of the tower of total 14 & measures 1452 Sq-ft. Featuring 2 bedroom along with 2 bathrooms, this Unit is Unfurnished. Each tower offers 2 elevators. Wooden and Vitrified is used on floors. It is an  



",Under Construction,"
Possession in 2020
","
2 BHK
Apartment

",176 Units ,2 Towers ,"(2 BHK Flat->1143 sqft), (2 BHK Flat->1156 sqft), (2 BHK Flat->1192 sqft), (2 BHK Flat->1203 sqft), (2 BHK Flat->1452 sqft), (2 BHK Flat->1453 sqft), (3 BHK Flat->1582 sqft), (3 BHK Flat->1677 sqft), (3 BHK Flat->1759 sqft) ",,"lat=12.993047,longt=77.80596"
"
SBR Horizon
",SBR Group,"
in Whitefield
, Bangalore

 
","747
sqft","₹
35.8 Lac","₹
4,794 per
sqft","
Description:


This spacious Apartment is on floor 5 of 9 and is built up in 747 Sq-ft. The well planned Apartment features contemporary facilities like Swimming Pool, Jogging and Strolling Track and Club House. There is space for car  



",Under Construction,"
Possession in 2020
","
1 BHK
Apartment

",180 Units ,5 Towers ,"(1 BHK Flat->747 sqft), (2 BHK Flat->910 sqft), (2 BHK Flat->1134 sqft), (2 BHK Flat->1197 sqft), (3 BHK Flat->1218 sqft), (3 BHK Flat->1230 sqft), (3 BHK Flat->1233 sqft), (3 BHK Flat->1632 sqft), (4 BHK Flat->1792 sqft) ",,"lat=12.993047,longt=77.80596"
"
Sumadhura Shikharam
",Sumadhura Infracon Private Limited,"
in Whitefield
, Bangalore

 
","1740
sqft","₹
92.2 Lac","₹
5,299 per
sqft","
Description:


Shikaram is Ready To Move Apartments in Whitefield Bangalore. Enjoy tranquility and luxury in 3BHK apartments in Bangalore, developed at pristine surrounding with world class amenities. 



",Ready To Move,"
Possession in 2020
","
3 BHK
Apartment

",392 Units ,6 Towers ,"(3 BHK Flat->1600 sqft), (3 BHK Flat->1740 sqft), (3 BHK Flat->1885 sqft), (3 BHK Flat->1945 sqft) ",,"lat=12.993047,longt=77.80596"
"
Confident Whitefield Oberon
",Confident Group,"
in Whitefield
, Bangalore

 
","1500
sqft",,,"
Description:


Freehold Residential Plot provides ample breathing space on front as it overlooks Garden/Park. It faces North direction. Length & breadth dimensions are : 50 X 30 Sq-ft for this Residential Plot. Loans are easily available  



",Ready To Move,"
Possession in 2020
","
Plot

",161 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->2400 sqft) ",,"lat=12.993047,longt=77.80596"
"
Silicon Citi
",5 Elements Realty,"
in Whitefield
, Bangalore

 
","1195
sqft","₹
41.8 Lac","₹
3,498 per
sqft","
Description:


This is a beautiful Flat located in Silicon Citi, Whitefield. The Flat has state-of-the-art amenities like Swimming Pool, Power Back Up, Security, Gym and Park. 41. 8 Lac is the expected price of the Flat. Offering 2 bedroom  



",Ready To Move,"
Possession in 2020
","
2 BHK
Apartment

",116 Units ,4 Towers ,"(2 BHK Flat->1195 sqft), (2 BHK Flat->1215 sqft), (2 BHK Flat->1225 sqft), (2 BHK Flat->1235 sqft), (2 BHK Flat->1255 sqft), (2 BHK Flat->1515 sqft), (3 BHK Flat->1450 sqft), (3 BHK Flat->1555 sqft), (3 BHK Flat->1570 sqft) ",,"lat=12.993047,longt=77.80596"
"
Bollineni Silas
",BSCPL Infrastructure Ltd.,"
in Whitefield
, Bangalore

 
","1600
sqft","₹
71.8 Lac","₹
4486 per
sqft","
Description:


resenting, Bollineni Silas- an address that is an oasis of calm, bang in the middle of a bustling, concrete jungle called Whitefield. Your home will now serve as a perfect getaway after a tiring day at work, as Bollineni  



",Under Construction,"
Possession in 2020
","
3 BHK
Apartment

",499 Units ,10 Towers ,"(2 BHK Flat->1070 sqft), (2 BHK Flat->1085 sqft), (2 BHK Flat->1100 sqft), (2 BHK Flat->1390 sqft), (2 BHK Flat->1415 sqft), (3 BHK Flat->1600 sqft) ",,"lat=12.993047,longt=77.80596"
"
National Games Village
",,"
in Koramangala
, Bangalore
","1642
sqft","₹
1.15 Cr","₹
7003 per
sqft","
Description:


The house :The house has an extension of ~70SqFt [over and above 1642] - this gives additional private space and a bigger kitchen [compared to other flats]. UPS is already in place and connections have been made. The  



",Ready To Move,"
Possession in 2019
","
3 BHK
Apartment

",,,(3 BHK Flat->1642 sqft) ,,"lat=12.925842,longt=77.64073"
"
Wild Grass
",Pioneer Shelters,"
in Koramangala
, Bangalore

 
","1250
sqft","₹
88.0 Lac","₹
7040 per
sqft","
Description:


this is wild gress apt this is koramangala 1st block and full green location 



",Ready To Move,"
Possession in 2019
","
2 BHK
Apartment

",74 Units ,3 Towers ,(2 BHK Flat->1250 sqft) ,,"lat=12.925842,longt=77.64073"
"
Jain Heights Sorina
",Jain Heights And Structures,"
in Koramangala
, Bangalore

 
","1270
sqft","₹
92.0 Lac","₹
7,244 per
sqft","
Description:


very good locality nice floor plan and more 



",Ready To Move,"
Possession in 2019
","
2 BHK
Apartment

",20 Units ,1 Towers ,(2 BHK Flat->1270 sqft) ,,"lat=12.925842,longt=77.64073"
"
Pine Crest
",Evantha Developers,"
in Koramangala
, Bangalore

 
","1225
sqft","₹
1.50 Cr","₹
12,245 per
sqft","
Description:


Koramangala 4 th block,Evanae pine 2 be d rooms, 2 bath rooms, Immediately available for sale, high End Appartments 



",Ready To Move,"
Possession in 2019
","
2 BHK
Apartment

",8 Units ,1 Towers ,"(2 BHK Flat->1225 sqft), (3 BHK Flat->1770 sqft), (3 BHK Flat->1860 sqft) ",,"lat=12.925842,longt=77.64073"
"
Raheja Pebble Bay
",The Advantage Raheja,"
in Koramangala
, Bangalore

 
","1815
sqft","₹
1.70 Cr","₹
9,366 per
sqft","
Description:


Upscale premium apartments by Raheja. With all modern amenities and fixtures. 



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",288 Units ,4 Towers ,"(2 BHK Flat->1235 sqft), (3 BHK Flat->1815 sqft), (3 BHK Flat->2070 sqft), (4 BHK Flat->2495 sqft) ",,"lat=12.925842,longt=77.64073"
"
Raheja Residency
",Raheja Builders,"
in Koramangala
, Bangalore

 
","1600
sqft","₹
1.45 Cr","₹
9,063 per
sqft","
Description:


3 bed 3 bath with car park, with amenitites like pool, clubhouse, gym, supermarket, party hall, play area, security, and ATM 



",Ready To Move,"
Possession in 2019
","
3 BHK
Apartment

",560 Units ,8 Towers ,"(1 BHK Flat->600 sqft), (2 BHK Flat->1070 sqft), (2 BHK Flat->1200 sqft), (3 BHK Flat->1436 sqft), (3 BHK Flat->1600 sqft), (3 BHK Flat->1650 sqft), (3 BHK Flat->1700 sqft) ",,"lat=12.925842,longt=77.64073"
"
G Corp Residences 
",G Corp Group,"
in Koramangala
, Bangalore

 
","2831
sqft","₹
3.05 Cr","₹
10,774 per
sqft","
Description:


G Corp Residences is a well designed residency located at Ejipura in Bangalore. Its strategic location allows its dwellers to enjoy a comfortable and hassle-free lifestyle. Spaciousness is another feature that adds on to its  



",Under Construction,"
Possession in 2019
","
4 BHK
Apartment

",234 Units ,3 Towers ,"(3 BHK Flat->1647 sqft), (3 BHK Flat->1915 sqft), (3 BHK Flat->2046 sqft), (3 BHK Flat->2612 sqft), (4 BHK Flat->2831 sqft) ",,"lat=12.925842,longt=77.64073"
"
Saibya Senary
",Saibya Structures,"
in Hosa Road
, Bangalore

 
","1051
sqft","₹
33.6 Lac","₹
3198 per
sqft","
Description:


It's a 2 bedroom Flat with an adjoining hall. This Semi-Furnished flat has a covered area of 1051 Sq-ft & has 2 bathrooms. The flat has Vitrified flooring. The flat is approved by Development Authority. . 



",Under Construction,"
Ready To Move
","
2 BHK
Apartment

",175 Units ,6 Towers ,"(2 BHK Flat->996 sqft), (2 BHK Flat->997 sqft), (2 BHK Flat->999 sqft), (2 BHK Flat->1000 sqft), (2 BHK Flat->1001 sqft), (2 BHK Flat->1003 sqft), (2 BHK Flat->1012 sqft), (2 BHK Flat->1023 sqft), (2 BHK Flat->1038 sqft), (2 BHK Flat->1051 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1064 sqft), (2 BHK Flat->1088 sqft), (2 BHK Flat->1172 sqft), (2 BHK Flat->1206 sqft), (2 BHK Flat->1234 sqft), (2 BHK Flat->1374 sqft) ",,"lat=12.817233,longt=77.79295"
"
Prestige St Johns Wood
",Prestige Construction,"
in Koramangala
, Bangalore

 
","1744
sqft","₹
2.10 Cr","₹
12,041 per
sqft","
Description:


Excellent semi furnished 3 BHK flat is available for sale in Prestige ST Johns Wood, Koramangala. It is well maintained flat and overlooking the club house. All the three bedrooms has wardrobes, kitchen cabinets with  



",Ready To Move,"
Possession in 2019
","
3 BHK
Apartment

",504 Units ,7 Towers ,"(2 BHK Flat->1320 sqft), (2 BHK Flat->1359 sqft), (3 BHK Flat->1718 sqft), (3 BHK Flat->1744 sqft), (3 BHK Flat->1800 sqft), (3 BHK Flat->2246 sqft), (3 BHK Flat->2291 sqft), (4 BHK Flat->3150 sqft) ",,"lat=12.925842,longt=77.64073"
"
GR Heights
",SGR Buildtech Pvt Ltd.,"
in JP Nagar Phase 8
, Bangalore

 
","1330
sqft","₹
74.5 Lac","₹
5,600 per
sqft","
Description:


The apartment is in JP Nagar 8th Phase, Bangalore. It has proximity to major destinations of the city. The house has RCC frame structure, teak wood door frame with teak wood panel shutter with polishing & brass hardware, oil  



",Ongoing,"
Ready To Move
","
2 BHK
Apartment

",248 Units ,4 Towers ,"(2 BHK Flat->1298 sqft), (2 BHK Flat->1299 sqft), (2 BHK Flat->1330 sqft), (2 BHK Flat->1369 sqft), (2 BHK Flat->1415 sqft), (2 BHK Flat->1417 sqft), (2 BHK Flat->1420 sqft), (2 BHK Flat->1422 sqft), (2 BHK Flat->1497 sqft), (3 BHK Flat->1542 sqft), (3 BHK Flat->1705 sqft), (3 BHK Flat->1709 sqft), (3 BHK Flat->1827 sqft), (3 BHK Flat->1853 sqft) ",,"lat=12.817233,longt=77.79295"
"
Mahaveer Promenade
",Mahaveer Group,"
in Whitefield
, Bangalore

 
","1274
sqft","₹
62.1 Lac","₹
4,876 per
sqft","
Description:


This is a Home in Mahaveer Promenade, Whitefield. This elegantly designed Home has state-of-the-art amenities like Swimming Pool, Reserved Parking, Lift, Power Back Up and Security. With 3 room and 3 well maintained  



",Under Construction,"
Possession in 2020
","
2 BHK
Apartment

",125 Units ,2 Towers ,"(2 BHK Flat->1169 sqft), (2 BHK Flat->1274 sqft) ",,"lat=12.993047,longt=77.80596"
"
Prestige Pine Wood
",Prestige Estate Projects,"
in Koramangala
, Bangalore

 
","2503
sqft","₹
3.07 Cr","₹
12266 per
sqft","
Description:


Prestige Pine Wood consist of 256 premium apartments and offers a combination of 2, 2.5, 3 and 4 bedroom units, and sits on a prime land of 2.5 acres and is placed in such a way that it provides maximum natural light and  



",Under Construction,"
Possession in 2019
","
4 BHK
Apartment

",256 Units ,3 Towers ,"(2 BHK Flat->1249 sqft), (2 BHK Flat->1385 sqft), (3 BHK Flat->1839 sqft), (3 BHK Flat->1866 sqft), (4 BHK Flat->2461 sqft), (4 BHK Flat->2462 sqft), (4 BHK Flat->2502 sqft), (4 BHK Flat->2503 sqft) ","RERA ID: PR/KN/170728/000109
","lat=12.925842,longt=77.64073"
"
La Palazzo
",KMB Estates,"
in Koramangala
, Bangalore

 
","3109
sqft","₹
2.70 Cr","₹
8,684 per
sqft","
Description:


This is a well apppointed beautiful Flat in La Palazzo, Koramangala. 2. 70 Cr is the expected price of Flat. The Flat has modern amenities like Security and Park. Having 3 bedroom and 3 bathroom, this Flat is Unfurnished.  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",92 Units ,5 Towers ,"(3 BHK Flat->2993 sqft), (3 BHK Flat->3064 sqft), (3 BHK Flat->3109 sqft), (3 BHK Flat->3186 sqft), (3 BHK Flat->3196 sqft), (3 BHK Flat->3209 sqft), (4 BHK Flat->4099 sqft), (4 BHK Flat->4168 sqft), (4 BHK Flat->4174 sqft), (4 BHK Flat->4228 sqft), (4 BHK Flat->4235 sqft), (4 BHK Flat->4893 sqft), (5 BHK Flat->6500 sqft) ",,"lat=12.925842,longt=77.64073"
"
Sowparnika Columns
",Sowparnika Projects,"
in Whitefield
, Bangalore

 
","1235
sqft","₹
40.8 Lac","₹
3,300 per
sqft","
Description:


Sowparnika Columns fulfil your desire to move up the ladder and belong to the elite by providing you with homes that complements your aspirations. Prime location, the riches of indulging in luxury, the comfort of  



",Under Construction,"
Possession in 2020
","
3 BHK
Apartment

",4 Towers ,,"(Studio Apartment->330 sqft), (1 BHK Flat->540 sqft), (1 BHK Flat->740 sqft), (2 BHK Flat->981 sqft), (2 BHK Flat->987 sqft), (2 BHK Flat->1013 sqft), (2 BHK Flat->1041 sqft), (2 BHK Flat->1050 sqft), (2 BHK Flat->1065 sqft), (2 BHK Flat->1078 sqft), (2 BHK Flat->1087 sqft), (2 BHK Flat->1101 sqft), (2 BHK Flat->1160 sqft), (3 BHK Flat->1235 sqft), (3 BHK Flat->1262 sqft), (3 BHK Flat->1272 sqft), (3 BHK Flat->1306 sqft), (3 BHK Flat->1386 sqft), (3 BHK Flat->1410 sqft) ",,"lat=12.993047,longt=77.80596"
"
GR Regent Park
",GR GROUP,"
in Bannerghatta Road
, Bangalore

 
","1660
sqft","₹
74.7 Lac","₹
4500 per
sqft","
Description:


Two glorious decades and we've built more than just homes. What we've also built is a reputation for ourselves - a reputation of being reliable, precise, responsible and secure. With the same intent of building trust in your  



",Ongoing,"
Ready To Move
","
3 BHK
Apartment

",204 Units ,4 Towers ,"(2 BHK Flat->946 sqft), (2 BHK Flat->1150 sqft), (2 BHK Flat->1280 sqft), (2 BHK Flat->1330 sqft), (3 BHK Flat->1640 sqft), (3 BHK Flat->1660 sqft), (3 BHK Flat->2140 sqft), (3 BHK Flat->2160 sqft), (3 BHK Flat->2290 sqft), (3 BHK Flat->2350 sqft) ",,"lat=12.817233,longt=77.79295"
"
Celebrity Serenity
",Celebrity Structures India Pvt Ltd.,"
in Electronic City
, Bangalore

 
","1741
sqft",,,"
Description:


Celebrity Serenity is an exclusive gated community of premium luxury duplex Villas coming to you at the cost of a flat. Surrounded by tranquility of nature and habituated Villa projects, developed by Celebrity Structures  



",Ready To Move,"
Ready To Move
","
3 BHK
Villa

",92 Units ,,"(3 BHK Villa->2074 sqft), (3 BHK Villa->2064 sqft), (3 BHK Villa->1741 sqft), (3 BHK Villa->1742 sqft) ",,"lat=12.817233,longt=77.79295"
"
Advaitha Aksha
",Advaitha Ventures Pvt Ltd,"
in Koramangala Block 1
, Bangalore

 
","1948
sqft","₹
2.04 Cr","₹
10472 per
sqft","
Description:


Spread over 3.5 acres, Advaitha Aksha comprises 4 blocks of ground plus 12 storey towers with just 170 three and four bedroom ultra luxury apartments of area ranging from 1948 sq. ft. to 3458 sq. ft. The contemporary design  



",Under Construction,"
Possession in 2019
","
3 BHK
Apartment

",170 Units ,4 Towers ,"(3 BHK Flat->1948 sqft), (3 BHK Flat->1959 sqft), (3 BHK Flat->1969 sqft), (3 BHK Flat->1999 sqft), (4 BHK Flat->2441 sqft), (4 BHK Flat->2453 sqft), (4 BHK Flat->2476 sqft), (4 BHK Flat->2882 sqft), (5 BHK Flat->3420 sqft) ",,"lat=12.925842,longt=77.64073"
"
Sobha Morzaria Grandeur
",Sobha Ltd,"
in Koramangala
, Bangalore

 
","1855
sqft","₹
2.42 Cr","₹
11531 per
sqft","
Description:


Note :1. Pricelist R16 is w.e.f Jul 1, 2017. 2. As per Govt. Norms, Stamp Duty Charges @ 0.1% of Land Sale Value (Sale Agreement) shall be paid by the Client. 3. Goods and Services Tax (GST), BESCOM and BWSSB  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",129 Units ,2 Towers ,"(2 BHK Flat->1541 sqft), (3 BHK Flat->1855 sqft), (3 BHK Flat->2160 sqft), (3 BHK Flat->2185 sqft), (3 BHK Flat->2190 sqft), (3 BHK Flat->2251 sqft), (3 BHK Flat->2634 sqft), (3 BHK Flat->2735 sqft), (3 BHK Flat->3380 sqft), (3 BHK Flat->3383 sqft), (4 BHK Flat->3649 sqft), (4 BHK Flat->3653 sqft), (4 BHK Flat->3730 sqft), (4 BHK Flat->3754 sqft), (4 BHK Flat->3757 sqft), (4 BHK Penthouse->6444 sqft) ",,"lat=12.925842,longt=77.64073"
"
Metropolis Fair Oaks
",Metropolis Properties Private Limited,"
in Sarjapur
, Bangalore

 
","2182
sqft","₹
82.0 Lac","₹
3,758 per
sqft","
Description:


It spans 2182 Sq-ft . This Unfurnished property can be customized according to the requirements. Additionally, there is/are Store Room. The Villa has Granite, Vitrified, Wooden flooring. It overlooks Main Road and faces  



",Under Construction,"
Ready To Move
","
4 BHK
Villa

",330 Units ,,"(3 BHK Villa->1765 sqft), (3 BHK Villa->1738 sqft), (4 BHK Villa->2172 sqft), (4 BHK Villa->2180 sqft), (4 BHK Villa->2182 sqft) ",,"lat=12.817233,longt=77.79295"
"
Purva Westend
",Puravankara Projects,"
in Koramangala
, Bangalore

 
","1511
sqft","₹
92.5 Lac","₹
6,120 per
sqft","
Description:


Purva Westend is another pre launch luxurious residential enclave from reputed real estate builder Puravankara Group. Westend is strategically situated at Begur Road, Bangalore. Purva Westend has been brilliantly planned to  



",Under Construction,"
Possession in 2019
","
3 BHK
Apartment

",735 Units ,5 Towers ,"(2 BHK Flat->1194 sqft), (2 BHK Flat->1195 sqft), (2 BHK Flat->1202 sqft), (2 BHK Flat->1221 sqft), (2 BHK Flat->1223 sqft), (2 BHK Flat->1336 sqft), (3 BHK Flat->1427 sqft), (3 BHK Flat->1508 sqft), (3 BHK Flat->1510 sqft), (3 BHK Flat->1511 sqft), (3 BHK Flat->1512 sqft), (3 BHK Flat->1689 sqft), (3 BHK Flat->1691 sqft), (3 BHK Flat->1765 sqft), (3 BHK Flat->1766 sqft), (3 BHK Flat->1901 sqft), (3 BHK Flat->1902 sqft), (3 BHK Flat->1903 sqft), (3 BHK Flat->1906 sqft), (3 BHK Flat->1907 sqft), (3 BHK Flat->1919 sqft) ",,"lat=12.925842,longt=77.64073"
