project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Dreamz Suprabhata,By Dreamz Infra India Pvt Ltd in Vidyaranyapura,Vidyaranyapura,1300 - 1425 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														31.50L  - 34.50L 							",,Ready-to-move,,,
Sovereign Lakeview,By Sovereign Developers & Infrastructure Ltd in Vidyaranyapura,Vidyaranyapura,1215 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.60L 							",,Ongoing,Possession: Jul-2017,,
Impressions Apartment,By Unicca Builder in Vidyaranyapura,Vidyaranyapura,1350 - 2500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														54.67L  - 1.01Cr 							",,Ready-to-move,,,
Dreamz Sumadhur,By Dreamz Infra India Pvt Ltd in Vidyaranyapura,Vidyaranyapura,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														32.90L 							",,Ready-to-move,,,
Kanisha Sri Mathru Greens,By Kanisha Builders in Vidyaranyapura,Vidyaranyapura,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														70.01L 							",,Ready-to-move,,Launched: Jun-2014,
Nimisha Residency,By  in Vidyaranyapura,Vidyaranyapura,1100 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														33L 							",,Ready-to-move,,,
Prime Kanksha Ascent,By Prime AssetSource Private Limited in Vidyaranyapura,Vidyaranyapura,1020 - 1260 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														40.54L  - 50.08L 							",,Ready-to-move,,,
Ramakrishna Apartment,By  in Vidyaranyapura,Vidyaranyapura,1000 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														20.25L 							",,Ready-to-move,,,
Sashank Aikhya,By Sashank Constructions in Vidyaranyapura,Vidyaranyapura,1365 - 1575 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.41L  - 56.47L 							",,Ongoing,Possession: Sep-2017,,
Sumukha Apartments,By  in Vidyaranyapura,Vidyaranyapura, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Divya Peraminal Homes,By Divya Properties in Vidyaranyapura,Vidyaranyapura,1115 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Sheetal Vihar,By  in Vidyaranyapura,Vidyaranyapura,1200 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														38.70L 							",,Ready-to-move,,,
J Sons Hillcity,By J.Sons Developers in Vidyaranyapura,Vidyaranyapura,1450 - 1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														58L  - 60L 							",,Ongoing,Possession: May-2018,,
VRR Heritage I,By V. R. R. Builders And Company in Marathahalli,Marathahalli,1530 - 1800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														68.85L  - 81L 							",,Ready-to-move,,,
Nakshatra Villas,By JSV Projects in Marathahalli,Marathahalli,3600 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.85Cr 							",,Ready-to-move,,,
Sai nilayam,By  in Marathahalli,Marathahalli, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Pavani Oakridge,By Pavani Homes in Marathahalli,Marathahalli,1420 - 1840 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														78.81L  - 1.02Cr 							",,Ready-to-move,,,
The Mark Residences,By Karan Group  in Ramamurthy Nagar,Ramamurthy Nagar,1200 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														44.10L 							",,Ready-to-move,,,
Bruhathi Paradise,By Mahaghar Properties Pvt Ltd in Marathahalli,Marathahalli,1030 - 1190 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														34.76L  - 40.16L 							",,Ready-to-move,,,
Virani Lake Mist,By Virani Buildrers & Developers in Ramagondanahalli,Ramagondanahalli,1451 - 1635 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.29L  - 73.57L 							",,Ongoing,Possession: Jun-2019,Launched: Jan-2016,
Casa Royale,By  in Murugeshpalya,Murugeshpalya,1540 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.30L 							",,Ready-to-move,,,
Prestige Woodland Park,By Prestige Group in Cooke Town,Cooke Town,1383 - 1556 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														1.51Cr  - 1.70Cr 							",,Ongoing,Possession: Dec-2018,,
Ittina Cooke,By Ittina Group in Cooke Town,Cooke Town,835 - 1007 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
MJ Mansion,By  in Cooke Town,Cooke Town,1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														76.50L 							",,Ready-to-move,,,
Sai Paryavaran Sahyadri Villa,By Sai Paryavaran Constructions Pvt Ltd in Varthur,Varthur,3150 - 3200 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.24Cr  - 2.28Cr 							",,Ready-to-move,,,
Samruddhi Royale,By Samruddhi Group. in Cooke Town,Cooke Town,2380 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.55Cr 							",,Ready-to-move,,,
Kristal Jasper I,By Kristal Group in Sarjapur Road,Sarjapur Road,2660 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.81Cr 							",,Ready-to-move,,,
Shreyas Shivani Sunshine Villa,By Shreyas Properties in Sarjapur Road,Sarjapur Road,3500 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														1.41Cr 							",,Ready-to-move,,,
Tropical Paradise,By Apna Sapna in Sarjapur Road,Sarjapur Road,2000 - 2400 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														1.02Cr  - 1.22Cr 							",,Ready-to-move,,,
Vaswani Walnut Creek,By Vaswani Group in Sarjapur Road,Sarjapur Road,4055 - 4116 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.55Cr  - 2.59Cr 							",,Ongoing,Possession: Jun-2018,,
Salarpuria Sattva Aspire,By Salarpuria Sattva Group in Hennur Road,Hennur Road,1832 - 2060 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.15Cr  - 1.29Cr 							",,Ready-to-move,Possession: Dec-2016,Launched: Oct-2013,
Sri Sai Srinivasam,By Akshaya Estates in Hennur,Hennur,840 - 1266 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														33.60L  - 50.64L 							",,Ongoing,Possession: Jul-2017,,
LGCL New Life Villas,By LGCL in Sarjapur Road,Sarjapur Road,2717 - 3026 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														NA							",,Ongoing,,, REGISTRATION NO. PR/KN/170731/000303
Shreyas Shivani Sunshine,By Shreyas Properties in Sarjapur Road,Sarjapur Road,2100 sq.ft,"
								3 BHK RowHouse
								Availability*: Yes
							","
														 
														85.05L 							",,Ready-to-move,,,
Inner Spaces Meadow In The Sun,By Inner Spaces in Hosa Road,Hosa Road,3195 - 4200 sq.ft,"
								4 BHK Villament
								Availability*: Yes
							","
														 
														2.08Cr  - 2.71Cr 							",,Ongoing,Possession: Dec-2018,,
Gold Towers,By Gold Enterprises in Hennur Road,Hennur Road,2042 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														73.51L 							",,Ready-to-move,,,
Jana Jeeva Splendour 2,By Jana Jeeva Estates Pvt. Ltd. in Choodasandra,Choodasandra,1255 - 1395 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														50L  - 55L 							",,Ready-to-move,Possession: Mar-2015,,
Samruddhi Sunshine,By Samruddhi Group. in Choodasandra,Choodasandra,1400 - 1570 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.50L  - 66.72L 							",,Ready-to-move,,, REGISTRATION NO. PR/KN/170829/001415
Green Park Regency Phase 2,By Astro Builders & Developers in Sarjapur Road,Sarjapur Road,3553 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														1.59Cr 							",,Ready-to-move,,,
Ahad Silver Pearl,By Ahad Builders Pvt. Ltd in Choodasandra,Choodasandra,1254 - 1339 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														43.89L  - 46.86L 							",,Ready-to-move,,,
Habitat Irenic,By Habitat Infra in Choodasandra,Choodasandra,1380 - 1420 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.44L  - 53.96L 							",,Ready-to-move,,,
Prabhavathi Royal Orchid,By Prabhavathi Builders in Sarjapur Road,Sarjapur Road,1465 - 1500 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														NA							",,Ongoing,,,
LGCL Ashlar,By LGCL in Choodasandra,Choodasandra,3204 - 4593 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
AMP Absolute,By  in Choodasandra,Choodasandra,1531 - 1657 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														46.69L  - 50.53L 							",,Ongoing,Possession: Feb-2018,,
Astro Green Park Regency,By Astro Builders & Developers in Choodasandra,Choodasandra,3420 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														1.56Cr 							",,Ready-to-move,,,
Prabhavathi Paradise,By Prabhavathi Builders in Choodasandra,Choodasandra,827 - 1000 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														33.49L  - 40.50L 							",,Ready-to-move,,,
Samruddhi Bliss,By Samruddhi Group. in Choodasandra,Choodasandra,1330 - 1410 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														53.86L  - 57.10L 							",,Ready-to-move,,,
Ray Manor Apartment,By  in Cooke Town,Cooke Town,1760 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.25Cr 							",,Ready-to-move,,,
Prestige Melbrook,By Prestige Group in Cooke Town,Cooke Town,2037 - 2584 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.26Cr  - 2.86Cr 							",,Ready-to-move,,,
Raheja Mansion,By  in Cooke Town,Cooke Town,2200 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.71Cr 							",,Ready-to-move,,,
Vineyard Residency,By  in Cooke Town,Cooke Town,1660 - 1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														93.37L  - 95.62L 							",,Ready-to-move,,,
Motwani Fairmount Towers Apartments,By Motwani Builders in Cooke Town,Cooke Town,4100 sq.ft,"
								5 BHK Apartment
								Availability*: Yes
							","
														 
														5.13Cr 							",,Ready-to-move,,,
Hutchins Apartments,By  in Cooke Town,Cooke Town,1600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														96L 							",,Ready-to-move,,,
Elegant Amston,By Elegant Properties in Cooke Town,Cooke Town,1540 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.17Cr 							",,Ready-to-move,,,
Elegant Anchorage,By Elegant Properties in Cooke Town,Cooke Town,1729 - 1990 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.21Cr  - 1.40Cr 							",,Ready-to-move,,,
Elegant Da Costa,By Elegant Properties in Cooke Town,Cooke Town,1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.35Cr 							",,Ongoing,Possession: Dec-2017,,
Amogha Residency,By  in Cooke Town,Cooke Town,2800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.02Cr 							",,Ready-to-move,,,
Craig More,By  in Cooke Town,Cooke Town,1650 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.01Cr 							",,Ready-to-move,,,
Elegant Pride Cooke Town,By Elegant Properties in Cooke Town,Cooke Town,1835 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Trillis Apartment,By  in Cooke Town,Cooke Town,1550 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.19Cr 							",,Ready-to-move,,,
Umiya Laburnum Apartments,By Umiya Holding Pvt. Ltd. in Cooke Town,Cooke Town,1736 - 1800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.32Cr  - 1.37Cr 							",,Ready-to-move,,,
Raj Arcade,By  in Outer Ring Road,Outer Ring Road,,"
								 Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Soundarya Kamakshi,By Soundarya Constructions in Kamaksipalya,Kamaksipalya,1315 - 1590 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.03L  - 83.47L 							",,Ongoing,Possession: Mar-2018,,
Narayans Leo,By Narayan Enterprises in Malleshwaram,Malleshwaram,2200 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.54Cr 							",,Ready-to-move,,,
Redifice Urban Oasis,By Redifice Developers in Cooke Town,Cooke Town,2151 - 2400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.52Cr  - 2.82Cr 							",,Ongoing,Possession: Feb-2018,,
Motwani Fair Mount Apartment,By Motwani Builders in Cooke Town,Cooke Town,3800 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														5.72Cr 							",,Ready-to-move,,,
Elegant Labh,By Elegant Properties in Cooke Town,Cooke Town,2450 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.72Cr 							",,Ready-to-move,,,
V5 Alpha Emerald,By V5 Infra in Narayanapura,Narayanapura,1332 - 1647 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														55.94L  - 69.17L 							",,Ready-to-move,,,
Windermere Apartment,By  in Cooke Town,Cooke Town,2155 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.77Cr 							",,Ready-to-move,,,
Ananthara Villa,By Nandhini Hotels Pvt. Ltd. in Nelamangala,Nelamangala,2520 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.39Cr 							",,Ongoing,Possession: Jun-2017,,
North Star Apartment,By  in Cooke Town,Cooke Town,,"
								 Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Kaman Sunnyvale,By Kaman Holding Private Limited in Nelamangala,Nelamangala,986 - 1041 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														30.31L  - 32.01L 							",,Ready-to-move,,,
Sri Vinayaka Layout,By Vinayaka Land Developers in Nelamangala,Nelamangala,1200 - 1500 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														14.40L  - 18L 							",,Ready-to-move,,,
Deepashree Enclave,By  in Nelamangala,Nelamangala,1200 - 1500 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														15L  - 18.75L 							",,Ongoing,,,
AMR Salar,By  in Nelamangala,Nelamangala,2400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Sharanya Enclave,By Sharanya Enclave in Nelamangala,Nelamangala,1200 - 1350 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														16.80L  - 18.90L 							",,Ready-to-move,,,
CMRS Courtyard,By CMRS Group in Varthur,Varthur,2291 - 2581 sq.ft,"
								3 BHK RowHouse
								Availability*: Yes
							","
														 
														1.20Cr  - 1.35Cr 							",,Ready-to-move,,,
Sharanya Residency,By Sharanya Enclave in Nelamangala,Nelamangala,1200 - 1500 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														16.20L  - 20.25L 							",,Ready-to-move,Possession: Dec-2016,,
